Čas;Přepsaný text;Extrahovaná data;JSON Text
2026-01-14 18:01:10;To odejpersonální výstup over支持;;Kabum, furt stejný.
2026-01-14 18:01:18;Kabum. Furt stejný. Tak, nabíjeme ještě.;;Nabíjme ještě.
2026-01-14 18:01:26;Pryč! Kabum! Dobrý, pokračujeme.;;Pryč, kabum. Dobrý, pokračujeme.
2026-01-14 18:01:34;Takže máme první den, první bojovice do stopky.;;Takže máme první ten Chce to stopky
2026-01-14 18:01:42;Přeji, že bude za dvě minuty.;;Jo, hodinky Asi 50 minut.
2026-01-14 18:01:50;Takže budeme za 2 minuty dělat další návrh.;;Dobrý. Takže budeme za 2 minuty dělat další analýzu jo. Máme venťas s sebou, takže to si můžeme dát na venťas.
2026-01-14 18:01:58;Máme večer sebou, takže to si můžeme navítat. Máme ventilátor, dáme ventilátor, pol. Nastavu na půl litru, 12 litrů za minutu.;{'polozky': {'Umělá plicní ventilace (UPV)': '0.5\u202fL, 12\u202fL/min'}};Ventilátor, dáme ventilátor,
2026-01-14 18:02:06;pětrů 12 nebo za měsíc.. Až teď zrakovorujeme. Ok!;;Nastavu na půl litru, dvanáct dechů za minutu, s nějakým PEEPem, tři.
2026-01-14 18:02:14;OK. A chceš nějak dostřídat? No, tak další, já tam nejdu. Dobře.;;Kapno píše 8 Chces se nějak vystřídat?
2026-01-14 18:02:23;Dobře. Já se tím natáhnu amiodarona, adrenalin. Dvě minuty jsou odpouštění defektu, jo? Jo.;{'polozky': {'Amiodarone': '', 'Adrenalin': ''}};No, tak s další analýzou. Dobře. Já zatím natáhnu amiodaron, adrenalin. Dvě minuty jsou od puštění defiku, jo?
2026-01-14 18:02:31;Jo. Takže ve třetí minutě byste měli to. Na tehu si jeden miligram.;;Jo. Tak, takže ve třetí minutě. Natahuju si jeden miligram adrenalinu a natahuju tři sta miligramu amiodaronu
2026-01-14 18:02:39;1 mg adrenaline a na tohle 300 mg amiodarona.;{'polozky': {'Adrenalin': '1 mg', 'Amiodaron': '300 mg'}};
2026-01-14 18:02:47;Co, kapno? Osm. Kapno pořád.;{'polozky': {'EtCO2': 'kapno pořád'}};Co, kapno? 8. Kapno pořád 8.
2026-01-14 18:02:55;Titulky vytvořil JohnyX.;;
2026-01-14 18:03:03;Titulky vytvořil JohnyX.;;
2026-01-14 18:03:11;Titulky vytvořil JohnyX.;;
2026-01-14 18:03:19;Titulky vytvořil JohnyX.;;
2026-01-14 18:03:28;K vás připravím si defík.;;Připravi si defík.
2026-01-14 18:03:36;Titulky vytvořil JohnyX.;;
2026-01-14 18:03:44;Pojď. Kontrola rytmu. Sahina karnatona karatidy.;{'polozky': {'EKG': 'provedeno'}};Pojď. Kontrola rytmu. Sahni na karotidy.
2026-01-14 18:03:52;Cítím, že se uvzace centrálně.;{'polozky': {'Centrální pulz (a. carotis)': 'Cítí se'}};Cítíme něco? Ok. Já cítím, cítím slabý pulzace centrálně.
2026-01-14 18:04:00;Nejdřív sejdem slabý huluzace centrálně. Také máme rozk. Na perifece, furt dál necítím.;{'polozky': {'Periferní pulz (a. radialis)': 'Absent'}};Ok. Tak já mám ROSC. Na periferce, furt dál necítím.
2026-01-14 18:04:08;Pán Cikým.;;
2026-01-14 18:04:17;Pán se nám pere zventilátor a máme tam nějakou interferenci zventilátor a ne.;;Pán se nám pere s ventilátorem, máme tam nějakou interferenci s ventilátorem? Ne. Jo, centrálně cítím pulzace.
2026-01-14 18:04:25;Jo, tady je to. Centrálně cítím plůžice. Tlak je lepší, úborný. Tak se saturací nám jde taky nahoře.;{'polozky': {'Centrální pulz (a. carotis)': 'cítím', 'Krevní tlak': 'lepší', 'SpO2': 'stoupá'}};Tlak je lepší, výborný. Tak se saturací nám jde taky nahoru.
2026-01-14 18:04:33;Tak se saturací nám jde taky nahoru. Dobře, máme teda pánoc resuscitovanýho.;{'polozky': {'SpO2': 'zvyšuje se', 'KPR (Resuscitace)': 'provedeno'}};Dobře, máme teda pána zresuscitovanýho.
2026-01-14 18:04:41;Zitovanýho. No tak ho vezeme. Pojedeme. Sme v Šerendu. Pojedeme tam.;;No, tak ho vezeme. Pojedeme, jsme v Sheerwoodu? Jdeme na Karlák.
2026-01-14 18:04:49;Jdeme na karvák. Jdeme na spi. Tak jo. Jdeme na spi, jedeme se z resuscitovanou zástavou.;{'polozky': {'KPR (Resuscitace)': 'Resuscitovaná zástava'}};Jdem na SPIN. Tak jo. Jedem na SPIN, jedeme se zresuscitovanou zástavou.
2026-01-14 18:04:57;Můžeme to zástavit? No hodně. On ho bude chytit nějakýkrát. Nebo musíme přijít nějakou příčinu.;;Na ARO? On ho bude chtít nějaký kardiog.
2026-01-14 18:05:05;musíme předmět dvou příčinů, že se zrovna nějaká intoxikace nemá nic takového. Protože když prostě čtyři to, čtyři h, čtyři t,;;Nebo .. musíme přijít nějakou příčinu, možná nějaká intoxikace nebo něco takového. Protože když prostě 4H 4T...
2026-01-14 18:05:14;4H, 4T. Když se podívám na zorníčky velikost, zorníček. ... jsou realití na svět. A velicost?;{'polozky': {'Zornice (Velikost/Symetrie)': ''}};Tak. Ještě se podívám na zorničky, velikost, zorniček. Ty jsme zjistili předtím. Jsou reagující na osvit
2026-01-14 18:05:21;Ale co? Předávám. Jo, ho si musí nějak jako víc vysvětlit. Tak jo.;;
2026-01-14 18:05:22;Také. Také.;;A velikost? Jo. Jo, ho si musím nějak jako víc vyšetřit, no. OK. Tak jo? Díky.
