Čas;Přepsaný text;Extrahovaná data;JSON Text
2026-01-14 14:56:28;Všechno udělat. Mám to nastavit? Tak jak je? Je to opravdu ideálně. Dobře.;;Dobře.Tak nastavujem teda defibrilátor na 200.A chceme bouchnout třikrát za sebou.Ty to opravdují.
2026-01-14 14:56:36;tak nastavujeme teda defibrilátor na 200 a chceme blokit třikrát zase.;{'polozky': {'Elektrická terapie': '200 J, 3 šoky'}};
2026-01-14 14:56:44;Je to ochranovený. Už si boukle, řekni až pak boukneš, až pak podnikně počkej. Já to snížím teda na...;;Už jsi bouchla? řekni až pak boukneš, až pak.Počkej, já to snížím teda na...Dobře, tak asi můžem.Půjdu sem pryč, kyslík pryč.
2026-01-14 14:56:52;Titulky vytvořil JohnyX.;;
2026-01-14 14:57:00;Kusy pryč, kyslí pryč.;{'polozky': {'Oxygenoterapie': 'off'}};
2026-01-14 14:57:09;Prus je kryš, kyslý kryš. Tady tady. Udávám klipový. Klinitopřilož. Tak.;;Podávám výboj.Klidně přilož.tak, tak, tak, tak, tak
2026-01-14 14:57:17;Tak. Tak. Tak, jo, tak vybuj ho, Dan. To byl druhej, podávám třetí.;;Tak jo, vývoj podám.To byl druhej.Podávám třetí.Co mi to hlásí?
2026-01-14 14:57:25;Dávám třetí. Třetí výboj.;{'polozky': {'KPR (Resuscitace)': 'Třetí výboj'}};
2026-01-14 14:57:33;Představují výboj. Tak můžeme pokračovat? Chceme pak ambuvak.;;Třetí vývoj.Tak můžu pokračovat?Kdyby pak ambuvak.Ano, ano, ano, ano. A začátek času. Nevíme, jaký máme čas do těch výbojů.Ano, ihned mrknu.Padesát sedm teďka.Čtrnáct padesát sedm.
2026-01-14 14:57:41;A začátek času. Nevíme, jaký máme čas do těch vývojů. Ano, jenom mrknu.;;
2026-01-14 14:57:50;I hned mrknu. Padesát sedm teďka. Čtrnáct padesát sedm dvě minuty. Tak porážíme za dvě dny.;;Dvě minuty.Přepnu ten kyslíček teďka na ambuvak. Sundám masku.Tak polštař od hlavy pryč.
2026-01-14 14:57:57;Přepnu ten kyslíček teďka na ambovách, na masku. Tak polštař by byl pryč, dejme tomu, že by tam neměl,;{'polozky': {'Oxygenoterapie': 'na masku (ambu)', 'Umělá plicní ventilace (UPV)': 'použito'}};Dejme tomu, že ho tam neměl, protože byl u stromu, takže s tím nepočítáme. Zakloň zlovu.Tak dvakrát, pojď.Dvakrát ambuvak poračujem. Máme tady někoho, kdo kelm je? Nějakej svědek? Nemáme
2026-01-14 14:58:06;Dejme tomu, že ho tam neměl, protože byl u stromu, takže s tím nepočítáme. Zachovat hlavu. Tak dvakrát, pojď. Dvakrát prodech a vůbec pokračujeme.;;
2026-01-14 14:58:14;Dvakrát prodech a vůbec jen pokračujeme. Máme tady někoho, kdo vedle? Tady někdo? Nějakej svědek? Nikoho nemáme? OK.;;
2026-01-14 14:58:22;Tak to máme, OK.;;Asi jsme mohli něco podat. Pojď teď dvakrát ten adrenalin až po nějakém tom. To ne ještě teďka.Jo.Teď se snažím vybavit, v jakém budeme podávat.
2026-01-14 14:58:30;Pojď teď dvakrát ten adrenalin až po nějakém tomu. To neníště teďka. Jo. Ty se snažím doplnit.;{'polozky': {'Adrenalin': '2 dávky'}};
2026-01-14 14:58:38;Ty se snažím vypovědět, jaké peníze budeme podávat a nebezpečně.;;Třicet, pojď.Pojď ještě jednou a pak si vystřídáme.
2026-01-14 14:58:46;Pojď ještě jednou a pak si vystřídáme.;;
2026-01-14 14:58:55;Pojď ještě jednou a pak si vystřídáme. Teď jsme po první minutě. Za minutku uděláme ještě jednu analýzu rytmu a vedečně budeme zase boufat.;;Teď jsme po první minutě.Za minutku uděláme ještě jednu analýzu rytmu a ještě budeme zase bouchat. Ještě až po druhém výboji a bude se podávat spolu s amiodaronem.
2026-01-14 14:59:03;a konečně budeme zase bouchbats. Ty vole, že... Ať kaže až po druhém beatboy spolu, až... Ten se dává do Tamaris a Miodarona.;{'polozky': {'Amiodaron': ''}};
2026-01-14 14:59:11;Tak to je doznamená Amiodarona. A necháme si podrým nebo pod třetím. Teďka prodecháme a potom si to přidáme. Tak.;{'polozky': {'Amiodarone': ''}};a nevím jestli po prvním nebo po třetím.Teďka prodechni a pak se vystřídáme.Pojď, teďka prodechni.Tak, sřídání, pokračujeme.
2026-01-14 14:59:19;Tak, střídání, pokračujeme. Počkej, počkej, musím jít do analýzu, už je na čase. 59, už je na čase.;;Počkej, počkej, musím udělat analýzu rytmu.Už je na čase.59, už je na čase.Tak jo, dobrý.
2026-01-14 14:59:27;Prostá nevěp, už je načase. Tak já ho přeji. Tak, zvlášť.;;Tak, s dovolením.Počkej, už?Už? Což nejdi.Ok, půjde na analýzu rytmu.
2026-01-14 14:59:35;Tak, zelení. Počkej, už? Už? Ok, jeden analýz rytmu. Máme připomený, že... Tohle je například.;;Na tři.Nebo chceš rovnou?No, jako můžeme rovnou.Můžeš tady teďka.
2026-01-14 14:59:43;Takže, Helena, tři. Nebo chceš rovnou? No, jako můžem rovnou. Můžeš jen ty. Chceš to?;;Chceš to o jednu minutu.Tak dobře, tak jo.Tak.Je to jedna kontrola po dvou minutách.
2026-01-14 14:59:51;Seš to o úvěru urbomenu tak. Dobře, tak já. Tak, konec. Dobře. Pět let kontrolu urbomenu tak. Nabím. Nabím. Tak.;;Nabím.Tak.Výboj.
2026-01-14 14:59:59;Mlidý. Tak. Kysel klír. Výboj. Tak, pokračujeme rezultatou.;;Tak, pokračujeme v resuscitaci.Nebo po druhý, takhle to vyhledáme.
2026-01-14 15:00:07;...;;
2026-01-14 15:00:16;Tak zuby, tak zuby. Můžu se teď vychovat? Ty nevyhledá teďka v neanedálném. Ale podrobně. Jo, ale podrobně nebo po třetím výběru.;;Jsme teď na výhodování, teďka v návrhu.Ale to rychle dám.Jo, ale po druhý nebo po třetí výběr, jaká nevím ty vole.Po třetím.
2026-01-14 15:00:24;nebo po třetím dýbeli a neventilovat. Po třetím. Ale i po třetím. Prodechuj. Prodechuj. Jedna, dva, po tři. Ty tři dýbole už nebudou se počítat;;Ale i po třetím.Prodechuj.Prodechuj.Jedna, dva. Ale ono se počítá, ty tři výboje už na jednou se počítaj jako jeden, takže jsme teďka podruhý.A u toho podám.Tak řekni a já to pak podám.Jo, přesně tak.
2026-01-14 15:00:32;Ty tři výbory už na Webona se počítaj jako jeden, takže jsme teď to podíli. No jasný, teď je po třetí. Tak řekni a já to pak podám. Jo, přesně tak.;;
2026-01-14 15:00:40;Titulky vytvořil JohnyX.;;
2026-01-14 15:00:48;Tak, 1, 2, 3, 1, 2, pokračují resuscitaci, připravu si, pík mu si, připravu.;;Tak, raz, dva, tři.Jedna, dva.Pokračují resuscitaci. připravuju si infuzi
2026-01-14 15:00:56;Píchnu si, připravuji si. Píchnu si, připravuju si. 1 gram adrenalinu a vší z toho. Ano, dole. Tak, přesně tak.;{'polozky': {'Adrenalin': '1 gram'}};Jeden gram adrenalinu.A tři sta amiodaronu.Tak, do injekce a píchnu to bolusem a trošku to propláchnu fýzákem.Připravuju si další injekční stříkačku amiodaronu 300...
2026-01-14 15:01:04;Kdo jině chce, píchnu to bolusem a trošku to propáhu s bízákem. Připravuji si další vnitřní stříkačku a myl danou.;;
2026-01-14 15:01:13;Máme tříkačku a myl dávám 350. 350. Neupadlí mi taky, kvůli sem do žíly, trochla to nejšlo jenom ty záhny.;;150.300 pak je 150.Nebo do píchnu taky bolusem do žily, propláchnu ještě jenou fýzákem.Tak a teď prosím tě prodechni, co dáš?
2026-01-14 15:01:22;tak a teď prosím tě prodechni, co dáš. Jo, řekni, mám dva dvětmi. Pojď. Jedna, dva, tři, dva.;;Jo, řekni.Pojď.Jedna.Jaké jsme minutě?
2026-01-14 15:01:29;Jaké jsme minutě? Chci se vystřídat. Teďka asi... Víc do hloubky ještě, víc do hloubky a víc na střed. Udělej pak asi kontrolu.;;Chceš se vystřídat? Jedna.Víc do hloubky ještě, víc do hloubky a víc na střed.Udělej pak asi kontrolu a pak si můžeš vystřídat.
2026-01-14 15:01:37;Udělej pak asi kontrolu a pak si můžeš vystřídat. No jako tak kontrolu a to. A... pepež. Bouknout asi.;;No jako tak kontrolu a to.A pak běž.Bochnout asi.Když se koukám, má něco na břiště?
2026-01-14 15:01:45;Když se koukám, má něco na břišeň? Nějaký úrazy?;;Nějaký úrazy? Úrazy na, na tom na končetinách.Po po te budeme prodechovat A te budeme prodechovat prod Ok Tak se pod Jedna dvaVyměním se? Ano.Raz, dva, tři.
2026-01-14 15:01:53;Nějaký úrazy? Úrazy na... Počkej, počkej, teďka budeme prodechovat. Teďka budeme prodechovat.;;
2026-01-14 15:02:01;Ok. Jedna, dva, vymíním se? Ano, ať. Raz, dva, tři.;;
2026-01-14 15:02:10;Tři. Nabíjem. Už jsme na první. No a tři. Tak.;;Nabíjím.Takže? Přesnou porvou. No a tři.Tak.Ruce pryč.
2026-01-14 15:02:18;Tak. Jdeme za pryč, český pryč. Tak, ano, je západ.;;Tak bum.Jdeme dál.Můžeme teď ještě něco udělat?
2026-01-14 15:02:26;Tak, jedeme dál. Musíme teď ještě něco dělat? Pojďme to rychle zepíchnout.;;Pojďme to rychle zde píchnout.Hypovolemie asi ne.Hypoxie řešíme.Hyperkalemie.
2026-01-14 15:02:34;Můžeme tady chustepíchnout. Typovověme asi ne. Tipoxy ryšíme. Typerkeleme tyhle věci. Neuděláme teďka.;;Tyhle věci neuděláme teďka.Co to poslední? Třicet. Pojď jedna, dva.Hotovo? Pojď.
2026-01-14 15:02:42;Tak to neuděláme teďka. Co je to poslední? 30. Pojď, jedna, dva. Co se tady nakazuje? Hotovo, pojď. Jo. Můžeme vlastně?;;Jo.A? 6eby? Už? Cítím centrálně. Cítím periferně. Pane, slyšíme se? Periferně nic.Bolestivý podnět na hrudní kost? Ne.Prodejcháváme ještě víc. Nám se píše i saturace, krása.
2026-01-14 15:02:50;Mimozně. A že by už... Cítím centrálně. Cítím super.;;
2026-01-14 15:02:58;Pane, sedíme se. Periferně nic. Balestivý podnět na hrudní kost?;{'polozky': {'Mechanismus úrazu': 'Balistický podnět na hrudní kost', 'Periferní pulz (a. radialis)': 'žádný'}};
2026-01-14 15:03:06;Ne? Prodejcháváme ještě víc. Super, nám se píše i setorace krása. Zase jednu maločebu. Kopnu se na...;;
2026-01-14 15:03:15;Kouknu se na zorníčky pána, zkontrolu zorníčky, jaké jsou? Isochorické reagující na světlo. Jedeme tady, abyste... Zase, znovu. Jmenuji 60 stepov kouknu.;{'polozky': {'Zornice (Velikost/Symetrie)': 'Isochorické', 'Fotoreakce': 'Reaguje na světlo'}};Kouknu se na zorníčky pána, zkontrolu zorničky. Jaké jsou?Izoklorické a reagující na světlo.Jdeme DrABC znovu.Má 60 tepovku, nepotřebujeme.
2026-01-14 15:03:23;Ima 60 trepovku, nepotřebujeme. Ne, ne, ne, poslední postrost pětde. Ne, ne, ne, postrost ABC. Jo, ještě jsem... Podpořád, podpořád.;;Ne, ne, ne, poslední post ROSC.Post ROCK ABC.Jo, ještě, ještě, ještě.Pořád to, pořád to.
2026-01-14 15:03:31;Já jsem pořád to pořád pořád pořád. Ok, jaký má frekvenci dechu? Tak jak dechám já. Ok, dobře, poslední je číslo svýrkový.;;Jaký má frekvenci dechu?Tak jak dechám já.Dobře, poslechně.Poslechnu si pacienta.
2026-01-14 15:03:39;Tak poslechnu si pacienta, co slyším na sledeční akci.;;Co se tím na sledeční akci?Ok, ok, ok.Změříme zase tlak.Tak, saturace 81, stále prodechujeme.
2026-01-14 15:03:47;Ok, ok, ok.;;
2026-01-14 15:03:55;Změříme si rozhlad. Tak, 17,81 stále prodechujeme.;{'polozky': {'Dechová frekvence': '17,81'}};
2026-01-14 15:04:03;Tak má bilaterální dnířání stejně hluboký po ovou stranu. Dobře, zvedá se symetricky.;{'polozky': {'Symetrie dýchání': 'Symetrické', 'Hloubka dýchání': 'Stejně hluboká'}};Tak má bilaterální dýchání, stejně hluboký po obouch stranách.Dobře, zvedala se symetricky. C, jsme.Už nám dokapala ta infuzka. Ještě ne. které?Dám asi tu termofolii.
2026-01-14 15:04:11;Zvedal se symetricky. Cčko, jsme. Už nám dokáhla ta infuzka. Ještě na dobrý. Co tam nedáváte?;{'polozky': {'Symetrie dýchání': 'Symetrické'}};
2026-01-14 15:04:19;Dáváme termofoli, kterou zavádíme pod pána, kterýho si potřebujeme.;;Dáváme termofolii, kterou zavádíme pod pána, kterého si potřebujeme.Ještě, jo tak jo. Potřebujeme ruce.Ok, to je 79, tak to nás...Raz, dva, tři.
2026-01-14 15:04:28;Na kterého si potřebuji ještě 79. Tak to mám dvě leži. Dívně se na zádech.;;Tak, děkujeme za zádech.Dávám termofolii a překládáme na zpátek.Pokračujeme v Ambuvaku.Heart rate 56.
2026-01-14 15:04:36;Dám vám ThermoPoly a překládáme na zpátek. Pokračujeme v AmbuVacu. Heart rate 56.;{'polozky': {'Srdeční frekvence': '56'}};
2026-01-14 15:04:44;Heart rate 56. Jsem s tím spokojena. Nelíbí se mi moc ta... 72 na 41. Zrychlíme kapání infuze.;{'polozky': {'Srdeční frekvence': '56', 'Krevní tlak': '72/41'}};Jsem s tím spokojena.Nelíbí se mi moc ta...72 na 41.Zrychlíme kapání infuze.
2026-01-14 15:04:52;Dělání infuze. Ok. Nápad. Až si teďka nic už neuděláme. Já bych se teďka chystála na transport, takže teď bych zatlubila a zavarmila.;;OK.Nápad. Až si teďka nic už neuděláme, já bych se teďka chystála na transport,takže teď bych zatubila zalamila.Něco by kapat?
2026-01-14 15:05:00;Já bych zatlubila a zavarmila a něco vykapat. Musíme zatlubit. Nevadí, my jsme byli jenom ve dvou. Stane se. Neměli jsme ruce jeho klubit.;;Ne, za to bychom mohli za to.Nevadí, my jsme byli jenom ve dvou.Stane se. Jakože neměli jsme ruce. V pohodě, v pohodě.
2026-01-14 15:05:08;Neněli jsme ruce, jeho vůbec. Po vodě, po vodě. Hartality 54. Jsem s tím spokojná, nevím, jestli bysme saturace, takže teď bych jako... Ne, jsem ale jistá třátka, asi umím jednou.;{'polozky': {'Srdeční frekvence': '54'}};Jsem s tím spokojná, ale měli bychom saturace, takže teď bych jako...Měli bychom třeba kalcium i druholid.Zatím jako příjmě nevidím důvod na to prosto.Dobře, chceš ven, takhle a ještě ven.
2026-01-14 15:05:16;Já jsem chtěla třeba kalcium hydrochlorid. Zatím jako přímě nevidím důvod na to prostě. Dobře, chceš hlenu, takhle a ještě hlenu.;;
2026-01-14 15:05:25;Takhle ještě nevím. Protože teďka v třeba minulu děláme nic. Teď jsme udělali všechno, co jsme mohli, vydělali jsme postrost, takže teď... OK, dala bych ho na lammu a dala bych ho za...;;Protože teďka v terénu neuděláme nic. Teď jsme udělali všechno, co jsme mohli, udělali jsme post rosc, takže teď...Ok, dala bych ho na lamu a dala bych ho za...za to, za...jo, zamonitrovala bych ho.
2026-01-14 15:05:33;a dala bych ho za... za to, za... no, zamonitrovala bych ho. Končíme? Dáváme LAMu,;;
2026-01-14 15:05:35;Dáváme lamu, pacienti třeba, že nechopšíme.;;Končíme?Dáváme lamu, pacient převážíme, končíme.
