Čas;Přepsaný text;Extrahovaná data
2026-01-14 14:59:43;Takže, Helena, tři. Nebo chceš rovnou? No, jako můžem rovnou. Můžeš jen ty. Chceš to?;
2026-01-14 14:59:51;Seš to o úvěru urbomenu tak. Dobře, tak já. Tak, konec. Dobře. Pět let kontrolu urbomenu tak. Nabím. Nabím. Tak.;
2026-01-14 14:59:59;Mlidý. Tak. Kysel klír. Výboj. Tak, pokračujeme rezultatou.;
2026-01-14 15:00:07;...;
2026-01-14 15:00:16;Tak zuby, tak zuby. Můžu se teď vychovat? Ty nevyhledá teďka v neanedálném. Ale podrobně. Jo, ale podrobně nebo po třetím výběru.;
2026-01-14 15:00:24;nebo po třetím dýbeli a neventilovat. Po třetím. Ale i po třetím. Prodechuj. Prodechuj. Jedna, dva, po tři. Ty tři dýbole už nebudou se počítat;
2026-01-14 15:00:32;Ty tři výbory už na Webona se počítaj jako jeden, takže jsme teď to podíli. No jasný, teď je po třetí. Tak řekni a já to pak podám. Jo, přesně tak.;
2026-01-14 15:00:40;Titulky vytvořil JohnyX.;
2026-01-14 15:00:48;Tak, 1, 2, 3, 1, 2, pokračují resuscitaci, připravu si, pík mu si, připravu.;
2026-01-14 15:00:56;Píchnu si, připravuji si. Píchnu si, připravuju si. 1 gram adrenalinu a vší z toho. Ano, dole. Tak, přesně tak.;{'polozky': {'Adrenalin': '1 gram'}}
2026-01-14 15:01:04;Kdo jině chce, píchnu to bolusem a trošku to propáhu s bízákem. Připravuji si další vnitřní stříkačku a myl danou.;
2026-01-14 15:01:13;Máme tříkačku a myl dávám 350. 350. Neupadlí mi taky, kvůli sem do žíly, trochla to nejšlo jenom ty záhny.;
2026-01-14 15:01:22;tak a teď prosím tě prodechni, co dáš. Jo, řekni, mám dva dvětmi. Pojď. Jedna, dva, tři, dva.;
2026-01-14 15:01:29;Jaké jsme minutě? Chci se vystřídat. Teďka asi... Víc do hloubky ještě, víc do hloubky a víc na střed. Udělej pak asi kontrolu.;
2026-01-14 15:01:37;Udělej pak asi kontrolu a pak si můžeš vystřídat. No jako tak kontrolu a to. A... pepež. Bouknout asi.;
2026-01-14 15:01:45;Když se koukám, má něco na břišeň? Nějaký úrazy?;
2026-01-14 15:01:53;Nějaký úrazy? Úrazy na... Počkej, počkej, teďka budeme prodechovat. Teďka budeme prodechovat.;
2026-01-14 15:02:01;Ok. Jedna, dva, vymíním se? Ano, ať. Raz, dva, tři.;
2026-01-14 15:02:10;Tři. Nabíjem. Už jsme na první. No a tři. Tak.;
2026-01-14 15:02:18;Tak. Jdeme za pryč, český pryč. Tak, ano, je západ.;
2026-01-14 15:02:26;Tak, jedeme dál. Musíme teď ještě něco dělat? Pojďme to rychle zepíchnout.;
2026-01-14 15:02:34;Můžeme tady chustepíchnout. Typovověme asi ne. Tipoxy ryšíme. Typerkeleme tyhle věci. Neuděláme teďka.;
2026-01-14 15:02:42;Tak to neuděláme teďka. Co je to poslední? 30. Pojď, jedna, dva. Co se tady nakazuje? Hotovo, pojď. Jo. Můžeme vlastně?;
2026-01-14 15:02:50;Mimozně. A že by už... Cítím centrálně. Cítím super.;
2026-01-14 15:02:58;Pane, sedíme se. Periferně nic. Balestivý podnět na hrudní kost?;{'polozky': {'Mechanismus úrazu': 'Balistický podnět na hrudní kost', 'Periferní pulz (a. radialis)': 'žádný'}}
2026-01-14 15:03:06;Ne? Prodejcháváme ještě víc. Super, nám se píše i setorace krása. Zase jednu maločebu. Kopnu se na...;
2026-01-14 15:03:15;Kouknu se na zorníčky pána, zkontrolu zorníčky, jaké jsou? Isochorické reagující na světlo. Jedeme tady, abyste... Zase, znovu. Jmenuji 60 stepov kouknu.;{'polozky': {'Zornice (Velikost/Symetrie)': 'Isochorické', 'Fotoreakce': 'Reaguje na světlo'}}
2026-01-14 15:03:23;Ima 60 trepovku, nepotřebujeme. Ne, ne, ne, poslední postrost pětde. Ne, ne, ne, postrost ABC. Jo, ještě jsem... Podpořád, podpořád.;
2026-01-14 15:03:31;Já jsem pořád to pořád pořád pořád. Ok, jaký má frekvenci dechu? Tak jak dechám já. Ok, dobře, poslední je číslo svýrkový.;
2026-01-14 15:03:39;Tak poslechnu si pacienta, co slyším na sledeční akci.;
2026-01-14 15:03:47;Ok, ok, ok.;
2026-01-14 15:03:55;Změříme si rozhlad. Tak, 17,81 stále prodechujeme.;{'polozky': {'Dechová frekvence': '17,81'}}
2026-01-14 15:04:03;Tak má bilaterální dnířání stejně hluboký po ovou stranu. Dobře, zvedá se symetricky.;{'polozky': {'Symetrie dýchání': 'Symetrické', 'Hloubka dýchání': 'Stejně hluboká'}}
2026-01-14 15:04:11;Zvedal se symetricky. Cčko, jsme. Už nám dokáhla ta infuzka. Ještě na dobrý. Co tam nedáváte?;{'polozky': {'Symetrie dýchání': 'Symetrické'}}
2026-01-14 15:04:19;Dáváme termofoli, kterou zavádíme pod pána, kterýho si potřebujeme.;
2026-01-14 15:04:28;Na kterého si potřebuji ještě 79. Tak to mám dvě leži. Dívně se na zádech.;
2026-01-14 15:04:36;Dám vám ThermoPoly a překládáme na zpátek. Pokračujeme v AmbuVacu. Heart rate 56.;{'polozky': {'Srdeční frekvence': '56'}}
2026-01-14 15:04:44;Heart rate 56. Jsem s tím spokojena. Nelíbí se mi moc ta... 72 na 41. Zrychlíme kapání infuze.;{'polozky': {'Srdeční frekvence': '56', 'Krevní tlak': '72/41'}}
2026-01-14 15:04:52;Dělání infuze. Ok. Nápad. Až si teďka nic už neuděláme. Já bych se teďka chystála na transport, takže teď bych zatlubila a zavarmila.;
2026-01-14 15:05:00;Já bych zatlubila a zavarmila a něco vykapat. Musíme zatlubit. Nevadí, my jsme byli jenom ve dvou. Stane se. Neměli jsme ruce jeho klubit.;
2026-01-14 15:05:08;Neněli jsme ruce, jeho vůbec. Po vodě, po vodě. Hartality 54. Jsem s tím spokojná, nevím, jestli bysme saturace, takže teď bych jako... Ne, jsem ale jistá třátka, asi umím jednou.;{'polozky': {'Srdeční frekvence': '54'}}
2026-01-14 15:05:16;Já jsem chtěla třeba kalcium hydrochlorid. Zatím jako přímě nevidím důvod na to prostě. Dobře, chceš hlenu, takhle a ještě hlenu.;
2026-01-14 15:05:25;Takhle ještě nevím. Protože teďka v třeba minulu děláme nic. Teď jsme udělali všechno, co jsme mohli, vydělali jsme postrost, takže teď... OK, dala bych ho na lammu a dala bych ho za...;
2026-01-14 15:05:33;a dala bych ho za... za to, za... no, zamonitrovala bych ho. Končíme? Dáváme LAMu,;
2026-01-14 15:05:35;Dáváme lamu, pacienti třeba, že nechopšíme.;
